Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
162	T. Wang	MTES: An Intelligent Trust Evaluation Scheme in Sensor-Cloud-Enabled Industrial Internet of Things	2020	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078411095&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078411095&origin=inward	84	11/28/2024 19:32	Article	10.1109/TII.2019.2930286	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85078411095	16	3	2054	2062	162	40.5	162	1	4			
159	H. Naeem	Malware detection in industrial internet of things based on hybrid image visualization and deep learning model	2020	Ad Hoc Networks		https://api.elsevier.com/content/article/eid/1-s2.0-S1570870519306948	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085103695&origin=inward	85	11/28/2024 19:32	Article	10.1016/j.adhoc.2020.102154	1570-8705	https://api.elsevier.com/content/abstract/scopus_id/85085103695	105				159	39.75	159	1	4			
158	I.V. Pustokhina	An Effective Training Scheme for Deep Neural Network in Edge Computing Enabled Internet of Medical Things (IoMT) Systems	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087497145&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087497145&origin=inward	86	11/28/2024 19:32	Article	10.1109/ACCESS.2020.3000322	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85087497145	8		107112	107123	158	39.5	158	1	4			
157	W.F. Silvano	Iota Tangle: A cryptocurrency to communicate Internet-of-Things data	2020	Future Generation Computer Systems		https://api.elsevier.com/content/article/eid/1-s2.0-S0167739X19329048	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085637550&origin=inward	87	11/28/2024 19:32	Article	10.1016/j.future.2020.05.047	0167-739X	https://api.elsevier.com/content/abstract/scopus_id/85085637550	112		307	319	157	39.25	157	1	4			
157	F. Liang	Toward Edge-Based Deep Learning in Industrial Internet of Things	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084927334&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084927334&origin=inward	88	11/28/2024 19:32	Article	10.1109/JIOT.2019.2963635	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85084927334	7	5	4329	4341	157	39.25	157	1	4			
154	S. Pundir	Intrusion Detection Protocols in Wireless Sensor Networks Integrated to Internet of Things Deployment: Survey and Future Challenges	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078360889&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078360889&origin=inward	89	11/28/2024 19:32	Review	10.1109/ACCESS.2019.2962829	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85078360889	8		3343	3363	154	38.5	154	1	4			
153	S.N. Swamy	An empirical study on system level aspects of Internet of Things (IoT)	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100544074&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100544074&origin=inward	90	11/28/2024 19:32	Article	10.1109/ACCESS.2020.3029847	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85100544074	8		188082	188134	153	38.25	153	1	4			
151	M.S. Rahman	Defending against the Novel Coronavirus (COVID-19) outbreak: How can the Internet of Things (IoT) help to save the world?	2020	Health Policy and Technology		https://api.elsevier.com/content/article/eid/1-s2.0-S221188372030040X	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085993312&origin=inward	91	11/28/2024 19:32	Article	10.1016/j.hlpt.2020.04.005	2211-8837	https://api.elsevier.com/content/abstract/scopus_id/85085993312	9	2	136	138	151	37.75	151	1	4			
150	H. Tran-Dang	Toward the internet of things for physical internet: Perspectives and challenges	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086590105&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086590105&origin=inward	92	11/28/2024 19:32	Review	10.1109/JIOT.2020.2971736	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85086590105	7	6	4711	4736	150	37.5	150	1	4			
150	H. Lu	Edge QoE: Computation Offloading with Deep Reinforcement Learning for Internet of Things	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085255608&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085255608&origin=inward	93	11/28/2024 19:32	Article	10.1109/JIOT.2020.2981557	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85085255608	7	10	9255	9265	150	37.5	150	1	4			
149	S. Swayamsiddha	Application of cognitive Internet of Medical Things for COVID-19 pandemic	2020	Diabetes and Metabolic Syndrome: Clinical Research and Reviews		https://api.elsevier.com/content/article/eid/1-s2.0-S1871402120301831	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086667737&origin=inward	94	11/28/2024 19:32	Review	10.1016/j.dsx.2020.06.014	1871-4021	https://api.elsevier.com/content/abstract/scopus_id/85086667737	14	5	911	915	149	37.25	149	1	4			
148	N. Koroniotis	A new network forensic framework based on deep learning for Internet of Things networks: A particle deep framework	2020	Future Generation Computer Systems		https://api.elsevier.com/content/article/eid/1-s2.0-S0167739X19325105	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083343778&origin=inward	95	11/28/2024 19:32	Article	10.1016/j.future.2020.03.042	0167-739X	https://api.elsevier.com/content/abstract/scopus_id/85083343778	110		91	106	148	37	148	1	4			
148	M. Younan	Challenges and recommended technologies for the industrial internet of things: A comprehensive review	2020	Measurement: Journal of the International Measurement Confederation		https://api.elsevier.com/content/article/eid/1-s2.0-S0263224119310644	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075540575&origin=inward	96	11/28/2024 19:32	Article	10.1016/j.measurement.2019.107198	0263-2241	https://api.elsevier.com/content/abstract/scopus_id/85075540575	151				148	37	148	1	4			
148	D. Jiang	The construction of smart city information system based on the Internet of Things and cloud computing	2020	Computer Communications		https://api.elsevier.com/content/article/eid/1-s2.0-S0140366419312034	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075382884&origin=inward	97	11/28/2024 19:32	Article	10.1016/j.comcom.2019.10.035	0140-3664	https://api.elsevier.com/content/abstract/scopus_id/85075382884	150		158	166	148	37	148	1	4			
146	I. Lee	Internet of Things (IoT) cybersecurity: Literature review and iot cyber risk management	2020	Future Internet		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092131659&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092131659&origin=inward	98	11/28/2024 19:32	Review	10.3390/FI12090157	1999-5903	https://api.elsevier.com/content/abstract/scopus_id/85092131659	12	9			146	36.5	146	1	4			
146	L. Xing	Reliability in Internet of Things: Current Status and Future Perspectives	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089953659&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089953659&origin=inward	99	11/28/2024 19:32	Article	10.1109/JIOT.2020.2993216	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85089953659	7	8	6704	6721	146	36.5	146	1	4			
146	W.L. Chen	RiceTalk: Rice Blast Detection Using Internet of Things and Artificial Intelligence Technologies	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079760336&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079760336&origin=inward	100	11/28/2024 19:32	Article	10.1109/JIOT.2019.2947624	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85079760336	7	2	1001	1010	146	36.5	146	1	4			
145	J. Srinivas	Anonymous Lightweight Chaotic Map-Based Authenticated Key Agreement Protocol for Industrial Internet of Things	2020	IEEE Transactions on Dependable and Secure Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050184737&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050184737&origin=inward	101	11/28/2024 19:32	Article	10.1109/TDSC.2018.2857811	1545-5971	https://api.elsevier.com/content/abstract/scopus_id/85050184737	17	6	1133	1146	145	36.25	145	1	4			
143	Y. Pan	Enhanced deep learning assisted convolutional neural network for heart disease prediction on the internet of medical things platform	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102810833&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102810833&origin=inward	102	11/28/2024 19:32	Article	10.1109/ACCESS.2020.3026214	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85102810833	8		189503	189512	143	35.75	143	1	4			
142	Q. Chen	An incentive-aware blockchain-based solution for internet of fake media things	2020	Information Processing and Management		https://api.elsevier.com/content/article/eid/1-s2.0-S0306457320308657	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089754840&origin=inward	103	11/28/2024 19:32	Article	10.1016/j.ipm.2020.102370	0306-4573	https://api.elsevier.com/content/abstract/scopus_id/85089754840	57	6			142	35.5	142	1	4			
142	M. Li	Blockchain-Enabled Secure Energy Trading with Verifiable Fairness in Industrial Internet of Things	2020	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087802002&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087802002&origin=inward	104	11/28/2024 19:32	Article	10.1109/TII.2020.2974537	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85087802002	16	10	6564	6574	142	35.5	142	1	4			
142	Y. Ren	Data query mechanism based on hash computing power of blockchain in internet of things	2020	Sensors (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077365858&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077365858&origin=inward	105	11/28/2024 19:32	Article	10.3390/s20010207	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85077365858	20	1			142	35.5	142	1	4			
140	L. Sun	"Edge-Cloud Computing and Artificial Intelligence in Internet of Medical Things: Architecture, Technology and Application"	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087072776&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087072776&origin=inward	106	11/28/2024 19:32	Article	10.1109/ACCESS.2020.2997831	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85087072776	8		101079	101092	140	35	140	1	4			
139	H. Fu	Intelligent decision-making of online shopping behavior based on internet of things	2020	International Journal of Information Management		https://api.elsevier.com/content/article/eid/1-s2.0-S0268401218312362	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064526572&origin=inward	107	11/28/2024 19:32	Article	10.1016/j.ijinfomgt.2019.03.010	0268-4012	https://api.elsevier.com/content/abstract/scopus_id/85064526572	50		515	525	139	34.75	139	1	4			
138	S. Deng	Dynamical Resource Allocation in Edge for Trustable Internet-of-Things Systems: A Reinforcement Learning Method	2020	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084838853&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084838853&origin=inward	108	11/28/2024 19:32	Article	10.1109/TII.2020.2974875	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85084838853	16	9	6103	6113	138	34.5	138	1	4			
137	T. Saba	Secure and energy-efficient framework using Internet of Medical Things for e-healthcare	2020	Journal of Infection and Public Health		https://api.elsevier.com/content/article/eid/1-s2.0-S1876034120305578	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087973784&origin=inward	109	11/28/2024 19:32	Article	10.1016/j.jiph.2020.06.027	1876-0341	https://api.elsevier.com/content/abstract/scopus_id/85087973784	13	10	1567	1575	137	34.25	137	1	4			
137	S. Latif	A Novel Attack Detection Scheme for the Industrial Internet of Things Using a Lightweight Random Neural Network	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085555907&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085555907&origin=inward	110	11/28/2024 19:32	Article	10.1109/ACCESS.2020.2994079	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85085555907	8		89337	89350	137	34.25	137	1	4			
136	A. Verma	Security of RPL Based 6LoWPAN Networks in the Internet of Things: A Review	2020	IEEE Sensors Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085104743&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085104743&origin=inward	111	11/28/2024 19:32	Article	10.1109/JSEN.2020.2973677	1530-437X	https://api.elsevier.com/content/abstract/scopus_id/85085104743	20	11	5666	5690	136	34	136	1	4			
136	Z. Lv	Mobile Internet of Things under Data Physical Fusion Technology	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084925336&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084925336&origin=inward	112	11/28/2024 19:32	Article	10.1109/JIOT.2019.2954588	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85084925336	7	5	4616	4624	136	34	136	1	4			
136	M. Khari	Securing Data in Internet of Things (IoT) Using Cryptography and Steganography Techniques	2020	"IEEE Transactions on Systems, Man, and Cybernetics: Systems"		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077807344&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077807344&origin=inward	113	11/28/2024 19:32	Article	10.1109/TSMC.2019.2903785	2168-2216	https://api.elsevier.com/content/abstract/scopus_id/85077807344	50	1	73	80	136	34	136	1	4			
135	A. Aslam	Dye-sensitized solar cells (DSSCs) as a potential photovoltaic technology for the self-powered internet of things (IoTs) applications	2020	Solar Energy		https://api.elsevier.com/content/article/eid/1-s2.0-S0038092X20307611	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088020480&origin=inward	114	11/28/2024 19:32	Review	10.1016/j.solener.2020.07.029	0038-092X	https://api.elsevier.com/content/abstract/scopus_id/85088020480	207		874	892	135	33.75	135	1	4			
135	E. Al-Masri	Investigating Messaging Protocols for the Internet of Things (IoT)	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085999863&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085999863&origin=inward	115	11/28/2024 19:32	Article	10.1109/ACCESS.2020.2993363	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85085999863	8		94880	94911	135	33.75	135	1	4			
134	K.C. Chang	Energy Saving Technology of 5G Base Station Based on Internet of Things Collaborative Control	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081096426&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081096426&origin=inward	116	11/28/2024 19:32	Article	10.1109/ACCESS.2020.2973648	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85081096426	8		32935	32946	134	33.5	134	1	4			
134	H. Song	Artificial Intelligence Enabled Internet of Things: Network Architecture and Spectrum Access	2020	IEEE Computational Intelligence Magazine		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078330966&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078330966&origin=inward	117	11/28/2024 19:32	Article	10.1109/MCI.2019.2954643	1556-603X	https://api.elsevier.com/content/abstract/scopus_id/85078330966	15	1	44	51	134	33.5	134	1	4			
134	Y. Liu	Design and Analysis of Probing Route to Defense Sink-Hole Attacks for Internet of Things Security	2020	IEEE Transactions on Network Science and Engineering		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056575488&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056575488&origin=inward	118	11/28/2024 19:32	Article	10.1109/TNSE.2018.2881152	2327-4697	https://api.elsevier.com/content/abstract/scopus_id/85056575488	7	1	356	372	134	33.5	134	1	4			
133	M. Jacoby	Digital twin and internet of things-Current standards landscape	2020	Applied Sciences (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091974569&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091974569&origin=inward	119	11/28/2024 19:32	Review	10.3390/APP10186519	2076-3417	https://api.elsevier.com/content/abstract/scopus_id/85091974569	10	18			133	33.25	133	1	4			
133	M. Usak	Health care service delivery based on the Internet of things: A systematic and comprehensive study	2020	International Journal of Communication Systems		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073712442&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073712442&origin=inward	120	11/28/2024 19:32	Article	10.1002/dac.4179	1074-5351	https://api.elsevier.com/content/abstract/scopus_id/85073712442	33	2			133	33.25	133	1	4			
132	R. Singh	Internet of things based blockchain for temperature monitoring and counterfeit pharmaceutical prevention	2020	Sensors (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088228381&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088228381&origin=inward	121	11/28/2024 19:32	Article	10.3390/s20143951	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85088228381	20	14	1	23	132	33	132	1	4			
131	G. Thamilarasu	An intrusion detection system for internet of medical things	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85098147656&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85098147656&origin=inward	122	11/28/2024 19:32	Article	10.1109/ACCESS.2020.3026260	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85098147656	8		181560	181576	131	32.75	131	1	4			
131	G.F. Savari	Internet of Things based real-time electric vehicle load forecasting and charging station recommendation	2020	ISA Transactions		https://api.elsevier.com/content/article/eid/1-s2.0-S0019057819303477	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85080062017&origin=inward	123	11/28/2024 19:32	Article	10.1016/j.isatra.2019.08.011	0019-0578	https://api.elsevier.com/content/abstract/scopus_id/85080062017	97		431	447	131	32.75	131	1	4			
131	L. Tseng	Blockchain for Managing Heterogeneous Internet of Things: A Perspective Architecture	2020	IEEE Network		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079031308&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079031308&origin=inward	124	11/28/2024 19:32	Article	10.1109/MNET.001.1900103	0890-8044	https://api.elsevier.com/content/abstract/scopus_id/85079031308	34	1	16	23	131	32.75	131	1	4			
130	C. Garrido-Hidalgo	The adoption of Internet of Things in a Circular Supply Chain framework for the recovery of WEEE: The case of Lithium-ion electric vehicle battery packs	2020	Waste Management		https://api.elsevier.com/content/article/eid/1-s2.0-S0956053X19306294	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076720282&origin=inward	125	11/28/2024 19:32	Article	10.1016/j.wasman.2019.09.045	0956-053X	https://api.elsevier.com/content/abstract/scopus_id/85076720282	103		32	44	130	32.5	130	1	4			
129	Y. Li	Direct Acyclic Graph-Based Ledger for Internet of Things: Performance and Security Analysis	2020	IEEE/ACM Transactions on Networking		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090778944&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090778944&origin=inward	126	11/28/2024 19:32	Article	10.1109/TNET.2020.2991994	1063-6692	https://api.elsevier.com/content/abstract/scopus_id/85090778944	28	4	1643	1656	129	32.25	129	1	4			
129	R. Rayhana	Internet of Things Empowered Smart Greenhouse Farming	2020	IEEE Journal of Radio Frequency Identification		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089623481&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089623481&origin=inward	127	11/28/2024 19:32	Article	10.1109/JRFID.2020.2984391	2469-7281	https://api.elsevier.com/content/abstract/scopus_id/85089623481	4	3	195	211	129	32.25	129	1	4			
129	A. Khamparia	Internet of health things-driven deep learning system for detection and classification of cervical cells using transfer learning	2020	Journal of Supercomputing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078587569&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078587569&origin=inward	128	11/28/2024 19:32	Article	10.1007/s11227-020-03159-4	0920-8542	https://api.elsevier.com/content/abstract/scopus_id/85078587569	76	11	8590	8608	129	32.25	129	1	4			
128	D. Zorbas	TS-LoRa: Time-slotted LoRaWAN for the Industrial Internet of Things	2020	Computer Communications		https://api.elsevier.com/content/article/eid/1-s2.0-S0140366419314677	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078707513&origin=inward	129	11/28/2024 19:32	Article	10.1016/j.comcom.2020.01.056	0140-3664	https://api.elsevier.com/content/abstract/scopus_id/85078707513	153		1	10	128	32	128	1	4			
127	C. Gong	Intelligent Cooperative Edge Computing in Internet of Things	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088705044&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088705044&origin=inward	130	11/28/2024 19:32	Article	10.1109/JIOT.2020.2986015	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85088705044	7	10	9372	9382	127	31.75	127	1	4			
125	M.M. Ogonji	A survey on privacy and security of Internet of Things	2020	Computer Science Review		https://api.elsevier.com/content/article/eid/1-s2.0-S1574013720304123	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097488342&origin=inward	131	11/28/2024 19:32	Review	10.1016/j.cosrev.2020.100312	1574-0137	https://api.elsevier.com/content/abstract/scopus_id/85097488342	38				125	31.25	125	1	4			
125	S. Hamdan	Edge-computing architectures for internet of things applications: A survey	2020	Sensors (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85095976101&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85095976101&origin=inward	132	11/28/2024 19:32	Review	10.3390/s20226441	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85095976101	20	22	1	52	125	31.25	125	1	4			
121	S. Al-Sarawi	"Internet of things market analysis forecasts, 2020-2030"	2020	"Proceedings of the World Conference on Smart Trends in Systems, Security and Sustainability, WS4 2020"		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85095699668&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85095699668&origin=inward	133	11/28/2024 19:32	Conference Paper	10.1109/WorldS450073.2020.9210375		https://api.elsevier.com/content/abstract/scopus_id/85095699668			449	453	121	30.25	121	1	4			
121	H. Wu	Research on Artificial Intelligence Enhancing Internet of Things Security: A Survey	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090992922&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090992922&origin=inward	134	11/28/2024 19:32	Review	10.1109/ACCESS.2020.3018170	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85090992922	8		153826	153848	121	30.25	121	1	4			
121	M. Kassab	A systematic literature review on Internet of things in education: Benefits and challenges	2020	Journal of Computer Assisted Learning		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074992670&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074992670&origin=inward	135	11/28/2024 19:32	Article	10.1111/jcal.12383	0266-4909	https://api.elsevier.com/content/abstract/scopus_id/85074992670	36	2	115	127	121	30.25	121	1	4			
121	R. Chahal	"Trust management in social Internet of Things: A taxonomy, open issues, and challenges"	2020	Computer Communications		https://api.elsevier.com/content/article/eid/1-s2.0-S0140366419310953	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074685419&origin=inward	136	11/28/2024 19:32	Review	10.1016/j.comcom.2019.10.034	0140-3664	https://api.elsevier.com/content/abstract/scopus_id/85074685419	150		13	46	121	30.25	121	1	4			
120	E.K. Wang	A deep learning based medical image segmentation technique in Internet-of-Medical-Things domain	2020	Future Generation Computer Systems		https://api.elsevier.com/content/article/eid/1-s2.0-S0167739X19323313	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079901609&origin=inward	137	11/28/2024 19:32	Article	10.1016/j.future.2020.02.054	0167-739X	https://api.elsevier.com/content/abstract/scopus_id/85079901609	108		135	144	120	30	120	1	4			
119	Y. Liang	Behavioral Biometrics for Continuous Authentication in the Internet-of-Things Era: An Artificial Intelligence Perspective	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092196283&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092196283&origin=inward	138	11/28/2024 19:32	Article	10.1109/JIOT.2020.3004077	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85092196283	7	9	9128	9143	119	29.75	119	1	4			
119	N. Tsafack	A New Chaotic Map with Dynamic Analysis and Encryption Application in Internet of Health Things	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089573115&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089573115&origin=inward	139	11/28/2024 19:32	Article	10.1109/ACCESS.2020.3010794	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85089573115	8		137731	137744	119	29.75	119	1	4			
119	T. Wang	Edge-Computing-Based Trustworthy Data Collection Model in the Internet of Things	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078917512&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078917512&origin=inward	140	11/28/2024 19:32	Article	10.1109/JIOT.2020.2966870	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85078917512	7	5	4218	4227	119	29.75	119	1	4			
118	A. Sharma	Blockchain based smart contracts for internet of medical things in e-healthcare	2020	Electronics (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091763727&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091763727&origin=inward	141	11/28/2024 19:32	Article	10.3390/electronics9101609	2079-9292	https://api.elsevier.com/content/abstract/scopus_id/85091763727	9	10	1	14	118	29.5	118	1	4			
118	B. Yin	FDC: A Secure Federated Deep Learning Mechanism for Data Collaborations in the Internet of Things	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089307015&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089307015&origin=inward	142	11/28/2024 19:32	Article	10.1109/JIOT.2020.2966778	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85089307015	7	7	6348	6359	118	29.5	118	1	4			
